Description,UNSPSC
pulse tool,23150000
nutrunner,23150000
electrostatic fluxer,23150000
electrical coil winding machine,23150000
foundry blower,23160000
foundry burner,23160000
core drying oven,23160000
foundry crucible,23160000
foundry converter,23160000
cast machine,23160000
size emboss press,23160000
foundry mold machine,23160000
die casting machine,23160000
foundry bellow,23160000
foundry clay,23160000
foundry flask,23160000
foundry ladle,23160000
foundry mold,23160000
foundry sand,23160000
foundry shovel,23160000
sand cast core box,23160000
sand casting pattern,23160000
change mixer,23190000
helical blade mixer,23190000
double arm kneading mixer,23190000
intensive mixer,23190000
roll mixer,23190000
sand mixer,23190000
single screw mixer,23190000
twin screw extruder,23190000
mixer plow,23190000
mixer blade,23190000
plate column,23200000
pack column,23200000
liquid disperse contactor,23200000
wet wall column,23200000
bubble column,23200000
distillation column,23200000
distillation column pack,23200000
distillation tray,23200000
adsorber vessel,23200000
ambient pressure adsorber vessel,23200000
spray dryer,23200000
air dryer,23200000
fluidbed dryer,23200000
food dry equipment,23200000
chip placer,23210000
glue dispense machinery,23210000
terminal insertion machine,23210000
semiconductor process system,23210000
print circuit board making system,23210000
wafer wire bonder,23210000
semiconductor chip inspection monitor,23210000
vacuum impregnation porosity seal device,23210000
ion implanter,23210000
tool holder,23230000
carbide tool tip,23230000
bandsaw wheel,23230000
saw guide,23230000
saw spacer,23230000
saw arbor,23230000
infeed roller,23230000
hold roll,23230000
lumber alignment guide,23230000
zero saw,23230000
j bar,23230000
bin sling,23230000
fillet holder,23230000
end roll,23230000
baffle,23230000
knife clamp,23230000
base bed,23230000
rear shoe,23230000
water cool guide,23230000
planer woodworking,23230000
knife holder,23230000
adjustable fence,23230000
glue nozzle,23230000
bench grinder,23240000
surface grind machine,23240000
internal grinding machine,23240000
external grinding machine,23240000
centerless grind machine,23240000
ultrasonic machine,23240000
cylindrical grinding machine,23240000
knife grind machine,23240000
optical profile grind machine,23240000
worm grinding machine,23240000
buffing machine,23240000
abrasive jet machining equipment,23240000
electrochemical machine ecm,23240000
flame cut machine,23240000
gear cut tool,23240000
laser cutting machine,23240000
plasma cutting machine,23240000
saw cut machine,23240000
water jet cutting machine,23240000
metal band sawing machine,23240000
metal shear machine,23240000
thread machine,23240000
bore tool,23240000
broach,23240000
countersink tool counterbore,23240000
drill carbide,23240000
drill high speed steel,23240000
hob cutter,23240000
knife skives,23240000
pipe tube cutter,23240000
reamer,23240000
shaper cutter,23240000
shave cutter,23240000
solid milling cutter,23240000
tap,23240000
wire cable cutter,23240000
taper pin reamer,23240000
tower bolt reamer,23240000
pipe reamer,23240000
shell reamer,23240000
rod saw blade,23240000
single angle cutter,23240000
side milling cutter,23240000
plain mill cylindrical cutter,23240000
shell end milling cutter,23240000
convex cutter,23240000
concave cutter,23240000
corner round cutter,23240000
metal slit saw,23240000
slot cutter,23240000
woodruff seat cutter,23240000
dovetail cutter,23240000
gear shaper cutter,23240000
jobber length drill,23240000
screw machine drill,23240000
silver deming drill,23240000
extra length longboy drill,23240000
carbide tip hole cutter,23240000
taper shank drill,23240000
multi step drill,23240000
mult step hex drill,23240000
speed threader,23240000
hex shank reamer,23240000
carbon dioxide laser,23240000
straight shank chuck reamer,23240000
adjustable reamer,23240000
taper shank chuck reamer,23240000
shot blasting machine,23240000
thermal energy deburring machine,23240000
vibratory barrel finishing machine,23240000
drill press radial,23240000
gang drilling machine,23240000
gun drilling machine,23240000
numerically control drilling machine,23240000
rotary table drilling machine,23240000
multiple spindle head drilling machine,23240000
radial arm drilling machine,23240000
deep hole drilling machine,23240000
bench drilling machine,23240000
horizontal boring machine,23240000
jig boring machine,23240000
metal broach machine,23240000
internal broaching machine,23240000
surface broaching machine,23240000
vertical boring machine,23240000
bar rod cutter,23240000
electrode holder,23240000
form relief,23240000
form tool toolbits,23240000
indexable insert,23240000
indexable tool body holder,23240000
insert carbide,23240000
insert ceramic,23240000
insert diamond,23240000
insert steel,23240000
lathe turret,23240000
metal cut band saw blade,23240000
metal cut circular saw blade,23240000
steady rest,23240000
tailstock,23240000
tap machine attachment,23240000
thread machine attachment,23240000
knurling tool,23240000
lathe bit,23240000
machine table base,23240000
bevel gear generator,23240000
gear hobbing machine,23240000
gear honing machine,23240000
gear lapping machine,23240000
gear shaping machine,23240000
gear shaving machine,23240000
gear grinding machine,23240000
gear tooth chamfering machine,23240000
automatic bar machine,23240000
automatic lathe chucking machine,23240000
horizontal turning center,23240000
tracer duplicate contour lathe,23240000
vertical turning center,23240000
leadscrew,23240000
center machine,23240000
horizontal machining center,23240000
multi task universal machining center,23240000
vertical machining center,23240000
bed milling machine,23240000
bridge milling machine,23240000
column knee milling machine,23240000
gantry milling machine,23240000
profile duplicate milling machine,23240000
travel column milling machine,23240000
universal milling machine,23240000
copy milling machine,23240000
turret milling machine,23240000
planer style milling machine,23240000
machine end mill,23240000
beveling machine,23240000
burnish machine,23240000
chamfer machine,23240000
lap machine,23240000
metal polish machine,23240000
skive machine,23240000
super finishing machine,23240000
tool presetter,23240000
hone machine,23240000
diamond bore sizing machine,23240000
notch machine,23240000
metal engrave machine,23240000
key seating machine,23240000
sheet metal groove machine,23240000
fold tube mill machinery,23240000
weld tube mill machinery,23240000
hydraulic press brake,23250000
manual press brake,23250000
metal folding machine,23250000
tangent bender,23250000
tube bending machine,23250000
tube end finisher,23250000
wing bender,23250000
steel bar bending machine,23250000
wire drawing machine,23250000
thread roll machine,23250000
sheet metal forming machine,23250000
roll press,23250000
forge shear press,23250000
impression close die forging press,23250000
open die forge press,23250000
radial forging machine,23250000
roll forging machine,23250000
rotary burr,23250000
trim press,23250000
high speed forging machine,23250000
air hammer forging machine,23250000
spring hammer forging machine,23250000
steam hammer forging machine,23250000
drop hammer forging machine,23250000
swag forging machine,23250000
upset forger crank press,23250000
bend die,23250000
cut die,23250000
die casting,23250000
blanking die,23250000
forge die,23250000
metal extrusion die,23250000
metal stamp,23250000
pipe bending mandrel,23250000
rotary die,23250000
stamp die,23250000
steel rule die,23250000
threading die,23250000
cable die,23250000
draw die,23250000
metal sheet feeder,23250000
submerge arc welding machine,23270000
ultrasonic welding machine,23270000
projection welding machine,23270000
plasma arc welding machine,23270000
laser welding machine,23270000
spot welding machine,23270000
tungsten inert gas welding machine,23270000
metal inert gas welding machine,23270000
shield metal arc weld stick welding machine,23270000
weld rectifier,23270000
plastic welder,23270000
thermite welder,23270000
electron beam weld ebw machine,23270000
electro slag weld esw machine,23270000
cold pressure contact welding machine,23270000
friction weld fw machine,23270000
braze welding machine,23270000
flash butt welding machine,23270000
upset welder,23270000
seam welder,23270000
band saw blade welder,23270000
stud welder arc,23270000
ac arc welder,23270000
dc arc welder,23270000
furnace brazing machine,23270000
induction brazing machine,23270000
furnace solder machine,23270000
induction solder machine,23270000
solder iron,23270000
wave soldering machine,23270000
reflow oven,23270000
selective soldering machine,23270000
automatic soldering machine,23270000
blow pipe,23270000
blow torch,23270000
braze ring,23270000
desoldering gun,23270000
desoldering pump,23270000
desoldering tip,23270000
gas weld braze cut apparatus,23270000
temperature indicate stick,23270000
weld generator,23270000
weld braze tip cleaner file,23270000
weld cut tip,23270000
weld solder kit,23270000
weld positioner manipulator,23270000
weld screen,23270000
weld tip dresser blade,23270000
weld tip dresser accessory,23270000
flashback arrestor,23270000
weld blanket,23270000
positive pressure enclosure habitat,23270000
anti spatter spray,23270000
braze flux,23270000
desoldering braid,23270000
gas weld brazing rod,23270000
iron powder,23270000
solder,23270000
solder fluid,23270000
solder flux,23270000
solder tip,23270000
weld electrode,23270000
weld flux,23270000
weld rod,23270000
weld wire,23270000
cut electrode,23270000
solder bar,23270000
solder paste,23270000
solder powder,23270000
solder wire,23270000
metal join flux,23270000
weld electrode moisture stabilizer,23270000
welder torch,23270000
anodize machine,23280000
electrolytic bath machine,23280000
thermal spray machine,23280000
barrel plating machine,23280000
induction heating machine,23280000
quench machine,23280000
heat treat age harden furnace,23280000
cladding machine,23280000
shot peening machine,23280000
sand blasting machine,23280000
surface harden electro discharge machine,23280000
electroplate rack,23280000
physical vapor deposition rack,23280000
electrochemical metal cleaner,23280000
chemical metal cleaner,23280000
mechanical ultrasonic metal cleaner,23280000
aqueous clean wash equipment,23280000
thermal degreasing equipment,23280000
braze drill,23290000
exchangeable top nosepiece drill,23290000
indexable insert drill,23290000
exchangeable top nosepiece mill,23290000
milling insert,23290000
reamer blade,23290000
braze reamer,23290000
solid reamer,23290000
indexable reamer,23290000
axial threading holder,23290000
external threading holder,23290000
internal threading holder,23290000
